Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
2021 S-works enduro S4,2021,NoManufacturer,NoModelFound,4000,USD,"Good - Used, Mechanically Sound",L,29,170 mm,170 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3885385/
"2023 Marin El Roy, El grande (Large)",2023,Marin,NoModelFound,1200,USD,"Good - Used, Mechanically Sound",L,29,140 mm,0 mm (Hardtail),Chromoly,model,https://www.pinkbike.com/buysell/3873595/
2021 Evolve Alpha (medium),2021,NoManufacturer,NoModelFound,1677,CAD,Excellent - Lightly Ridden,M,29,160 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3860663/
Spot Custom 29er,,NoManufacturer,NoModelFound,1250,USD,"Good - Used, Mechanically Sound",L,29,110 mm,0 mm (Hardtail),Steel,year,https://www.pinkbike.com/buysell/2485850/
2024 Limited Edition S-Works Enduro S4(Large),2024,NoManufacturer,NoModelFound,8499,USD,Excellent - Lightly Ridden,L,29,180 mm,180 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3879700/
2021 Polygon siskiu n9 medium 27.5 170mm,2021,Polygon,NoModelFound,2000,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,170 mm,170 mm,Aluminium,model,https://www.pinkbike.com/buysell/3885151/
2021 Intense premier size small,2021,Intense,NoModelFound,3700,USD,Excellent - Lightly Ridden,S,27.5 / 650B,150 mm,140 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3885141/
2019 YETI SB6 LARGE cracked frame,2019,Yeti,NoModelFound,875,CAD,"Good - Used, Mechanically Sound",L,27.5 / 650B,160 mm,160 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3884980/
2021 Commencal meta power,2021,Commencal,Meta Power Electric,3000,USD,Excellent - Lightly Ridden,M,27.5 / 650B,180 mm,170 mm,Aluminium,model,https://www.pinkbike.com/buysell/3869748/
"2019 Ibis HD4, Medium, Carbon Mountain Bike",2019,Ibis,NoModelFound,2442,CAD,"Good - Used, Mechanically Sound",M,27.5 / 650B,160 mm,153 mm,Carbon Fiber,model,https://www.pinkbike.com/buysell/3854404/
2020 Megatower C S,2020,NoManufacturer,NoModelFound,3000,USD,Excellent - Lightly Ridden,XXL,29,160 mm,160 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3501085/
2022 S-Works Enduro Flight Attendant S5/XL,2022,NoManufacturer,NoModelFound,4500,USD,Excellent - Lightly Ridden,XL,29,170 mm,170 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3805623/
Kona Process 165 XL 27.5,,Kona,NoModelFound,1458,CAD,"Good - Used, Mechanically Sound",XL,27.5 / 650B,170 mm,160 mm,Aluminium,year,https://www.pinkbike.com/buysell/3699522/
2021 Zerode katipo xl shark grey,2021,NoManufacturer,NoModelFound,5500,USD,Excellent - Lightly Ridden,XL,29,150 mm,150 mm,Carbon Fiber,manufacturer,https://www.pinkbike.com/buysell/3716822/
2017 Commencal Meta,2017,Commencal,NoModelFound,1800,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,170 mm,170 mm,Aluminium,model,https://www.pinkbike.com/buysell/3811830/
2015 NINER WFO,2015,Niner,NoModelFound,1550,USD,"Good - Used, Mechanically Sound",XL,29,160 mm,150 mm,Aluminium,model,https://www.pinkbike.com/buysell/3712932/
