Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review,URL
"2014 26"" Yellow Knolly Endorphin (Medium)",2014,Knolly,Endorphin,1750,USD,Excellent - Lightly Ridden,M,26,150 mm,140 mm,Aluminium,,https://www.pinkbike.com/buysell/3012934/
2021 Scott Genius 960 | $1100 OBO,2021,Scott,Genius,1100,USD,"Good - Used, Mechanically Sound",S,29,150 mm,150 mm,Aluminium,,https://www.pinkbike.com/buysell/3913204/
2023 Specialized Enduro Expert S2 SRAM GX AXS Carbon,2023,Specialized,Enduro,2749,USD,Excellent - Lightly Ridden,S,29,170 mm,200 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3840002/
2019 Knolly Fugitive LT,2019,Knolly,Fugitive,2208,CAD,"Good - Used, Mechanically Sound",M,29,160 mm,135 mm,Aluminium,,https://www.pinkbike.com/buysell/3736475/
2018 Large Evil Following XO1 weareone wheels,2018,Evil,Following,1472,CAD,Excellent - Lightly Ridden,L,29,140 mm,120 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3493599/
2021 Banshee Paradox V3 (Shipped),2021,Banshee,Paradox,2250,USD,Excellent - Lightly Ridden,XL,29,140 mm,0 mm (Hardtail),Aluminium,,https://www.pinkbike.com/buysell/3842032/
2023 Yeti SB130 CLR GX Eagle Factory,2023,Yeti,SB130,4750,USD,Excellent - Lightly Ridden,M,29,160 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3921069/
2023 Cannondale Habit HT 2,2023,Cannondale,Habit,825,USD,"Good - Used, Mechanically Sound",XL,29,130 mm,110 mm,Aluminium,,https://www.pinkbike.com/buysell/3924862/
2024 Pivot Trail 429 Enduro XL Custom,2024,Pivot,Trail 429,4500,USD,Excellent - Lightly Ridden,XL,29,140 mm,120 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3924860/
"2010 Norco Fluid 1, medium",2010,Norco,Fluid,325,USD,"Good - Used, Mechanically Sound",17,26,150 mm,143 mm,Aluminium,,https://www.pinkbike.com/buysell/3911445/
2021 Rocky Mountain Instinct,2021,Rocky Mountain,Instinct,2100,USD,"Good - Used, Mechanically Sound",M,29,150 mm,140 mm,Aluminium,,https://www.pinkbike.com/buysell/3924855/
2020 YETI SB130 LR Size Large,2020,Yeti,SB130,3018,CAD,"Good - Used, Mechanically Sound",L,29,170 mm,135 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3769150/
2022 Santa Cruz 5010 X01,2022,Santa Cruz,5010,3150,USD,"Good - Used, Mechanically Sound",M,27.5 / 650B,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3908198/
2023 Mint Norco Optic Carbon C1 Custom Build Spec Size XL,2023,Norco,Optic,2870,CAD,Excellent - Lightly Ridden,XL,29,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3924845/
2023 Pivot Trail 429 Enduro XT/XTR Carbon Wheels,2023,Pivot,Trail 429,5000,USD,"Good - Used, Mechanically Sound",XL,29,140 mm,120 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3922698/
"2018 Diamondback Release 5C - Jackson, WY area",2018,Diamondback,Release,1300,USD,"Good - Used, Mechanically Sound",L,27.5 / 650B,150 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3913545/
2022 Trek Top Fuel-Custom Build,2022,Trek,Top Fuel,2500,USD,"Good - Used, Mechanically Sound",M,29,120 mm,120 mm,Aluminium,,https://www.pinkbike.com/buysell/3908574/
2023 Chromag Wideangle large,2023,Chromag,Wideangle,1435,CAD,Excellent - Lightly Ridden,L,27.5 / 650B,160 mm,0 mm (Hardtail),Steel,,https://www.pinkbike.com/buysell/3914577/
"2023 Trek Fuel EX, M/L",2023,Trek,Fuel EX,3600,USD,Excellent - Lightly Ridden,L,29,150 mm,140 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3857031/
2018 Santa Cruz 5010 2 C w/ 12-spd + updated parts 28.8lbs,2018,Santa Cruz,5010,1695,USD,"Good - Used, Mechanically Sound",L,27.5 / 650B,140 mm,130 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3796012/
2020 ibis ripley carbon,2020,Ibis,Ripley,3800,USD,"Good - Used, Mechanically Sound",L,29,130 mm,120 mm,Carbon Fiber,,https://www.pinkbike.com/buysell/3871453/
